cpu_percent,process_count,ram_percent,scenario,source_tag,timestamp
99.9,348,55.5,cpu_stress,local_psutil,2026-04-02 02:32:06
100.0,349,55.5,cpu_stress,local_psutil,2026-04-02 02:32:07
100.0,347,55.5,cpu_stress,local_psutil,2026-04-02 02:32:08
100.0,347,55.6,cpu_stress,local_psutil,2026-04-02 02:32:09
100.0,347,55.6,cpu_stress,local_psutil,2026-04-02 02:32:10
100.0,349,55.6,cpu_stress,local_psutil,2026-04-02 02:32:11
100.0,349,55.7,cpu_stress,local_psutil,2026-04-02 02:32:12
100.0,347,55.7,cpu_stress,local_psutil,2026-04-02 02:32:13
99.8,347,55.7,cpu_stress,local_psutil,2026-04-02 02:32:14
100.0,347,55.8,cpu_stress,local_psutil,2026-04-02 02:32:15
100.0,349,55.8,cpu_stress,local_psutil,2026-04-02 02:32:16
100.0,347,55.8,cpu_stress,local_psutil,2026-04-02 02:32:17
100.0,347,55.9,cpu_stress,local_psutil,2026-04-02 02:32:18
99.8,347,55.9,cpu_stress,local_psutil,2026-04-02 02:32:19
99.9,349,55.9,cpu_stress,local_psutil,2026-04-02 02:32:20
100.0,349,55.8,cpu_stress,local_psutil,2026-04-02 02:32:21
99.9,347,55.8,cpu_stress,local_psutil,2026-04-02 02:32:22
100.0,347,55.9,cpu_stress,local_psutil,2026-04-02 02:32:23
100.0,347,55.9,cpu_stress,local_psutil,2026-04-02 02:32:24
100.0,349,55.9,cpu_stress,local_psutil,2026-04-02 02:32:25
100.0,349,55.9,cpu_stress,local_psutil,2026-04-02 02:32:26
100.0,347,55.9,cpu_stress,local_psutil,2026-04-02 02:32:27
100.0,347,55.9,cpu_stress,local_psutil,2026-04-02 02:32:28
100.0,347,55.9,cpu_stress,local_psutil,2026-04-02 02:32:29
99.8,347,56.0,cpu_stress,local_psutil,2026-04-02 02:32:30
99.9,349,56.0,cpu_stress,local_psutil,2026-04-02 02:32:31
100.0,347,56.1,cpu_stress,local_psutil,2026-04-02 02:32:32
99.9,347,56.1,cpu_stress,local_psutil,2026-04-02 02:32:33
100.0,349,56.2,cpu_stress,local_psutil,2026-04-02 02:32:34
100.0,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:35
100.0,349,56.2,cpu_stress,local_psutil,2026-04-02 02:32:36
99.8,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:37
100.0,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:38
99.8,349,56.2,cpu_stress,local_psutil,2026-04-02 02:32:39
100.0,347,56.3,cpu_stress,local_psutil,2026-04-02 02:32:40
100.0,349,56.3,cpu_stress,local_psutil,2026-04-02 02:32:41
100.0,347,56.3,cpu_stress,local_psutil,2026-04-02 02:32:42
100.0,347,56.3,cpu_stress,local_psutil,2026-04-02 02:32:43
100.0,347,56.3,cpu_stress,local_psutil,2026-04-02 02:32:44
100.0,347,56.4,cpu_stress,local_psutil,2026-04-02 02:32:45
99.9,351,56.5,cpu_stress,local_psutil,2026-04-02 02:32:46
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:32:47
99.9,347,56.5,cpu_stress,local_psutil,2026-04-02 02:32:48
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:32:49
100.0,347,56.3,cpu_stress,local_psutil,2026-04-02 02:32:50
100.0,351,56.3,cpu_stress,local_psutil,2026-04-02 02:32:51
100.0,347,56.3,cpu_stress,local_psutil,2026-04-02 02:32:52
100.0,347,56.4,cpu_stress,local_psutil,2026-04-02 02:32:53
100.0,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:54
100.0,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:55
100.0,349,56.2,cpu_stress,local_psutil,2026-04-02 02:32:56
100.0,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:57
100.0,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:58
100.0,347,56.2,cpu_stress,local_psutil,2026-04-02 02:32:59
100.0,348,56.3,cpu_stress,local_psutil,2026-04-02 02:33:00
100.0,349,56.4,cpu_stress,local_psutil,2026-04-02 02:33:01
99.9,348,56.6,cpu_stress,local_psutil,2026-04-02 02:33:02
100.0,349,56.6,cpu_stress,local_psutil,2026-04-02 02:33:03
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:33:04
99.9,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:05
100.0,349,56.5,cpu_stress,local_psutil,2026-04-02 02:33:06
100.0,348,56.5,cpu_stress,local_psutil,2026-04-02 02:33:07
100.0,349,56.5,cpu_stress,local_psutil,2026-04-02 02:33:08
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:09
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:10
100.0,349,56.5,cpu_stress,local_psutil,2026-04-02 02:33:11
99.8,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:12
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:33:13
99.9,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:14
99.8,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:15
99.9,349,56.6,cpu_stress,local_psutil,2026-04-02 02:33:16
99.9,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:17
100.0,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:18
100.0,349,56.7,cpu_stress,local_psutil,2026-04-02 02:33:19
99.9,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:20
100.0,349,56.7,cpu_stress,local_psutil,2026-04-02 02:33:21
100.0,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:22
100.0,347,56.8,cpu_stress,local_psutil,2026-04-02 02:33:23
100.0,349,56.8,cpu_stress,local_psutil,2026-04-02 02:33:24
100.0,347,56.9,cpu_stress,local_psutil,2026-04-02 02:33:25
99.9,349,56.7,cpu_stress,local_psutil,2026-04-02 02:33:26
100.0,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:27
100.0,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:28
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:29
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:30
100.0,349,56.7,cpu_stress,local_psutil,2026-04-02 02:33:31
100.0,349,56.8,cpu_stress,local_psutil,2026-04-02 02:33:32
100.0,347,56.8,cpu_stress,local_psutil,2026-04-02 02:33:33
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:33:34
99.9,347,56.4,cpu_stress,local_psutil,2026-04-02 02:33:35
99.9,349,56.5,cpu_stress,local_psutil,2026-04-02 02:33:36
100.0,349,56.5,cpu_stress,local_psutil,2026-04-02 02:33:37
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:33:38
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:33:39
99.8,347,56.5,cpu_stress,local_psutil,2026-04-02 02:33:40
100.0,349,56.5,cpu_stress,local_psutil,2026-04-02 02:33:41
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:42
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:43
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:44
100.0,349,56.7,cpu_stress,local_psutil,2026-04-02 02:33:45
100.0,349,56.6,cpu_stress,local_psutil,2026-04-02 02:33:46
99.9,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:47
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:48
100.0,347,56.5,cpu_stress,local_psutil,2026-04-02 02:33:49
100.0,349,56.5,cpu_stress,local_psutil,2026-04-02 02:33:50
100.0,349,56.6,cpu_stress,local_psutil,2026-04-02 02:33:51
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:52
99.8,348,56.6,cpu_stress,local_psutil,2026-04-02 02:33:53
100.0,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:54
99.9,347,56.6,cpu_stress,local_psutil,2026-04-02 02:33:55
100.0,349,56.6,cpu_stress,local_psutil,2026-04-02 02:33:56
100.0,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:57
100.0,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:58
99.9,347,56.7,cpu_stress,local_psutil,2026-04-02 02:33:59
100.0,349,56.8,cpu_stress,local_psutil,2026-04-02 02:34:00
100.0,349,56.9,cpu_stress,local_psutil,2026-04-02 02:34:01
99.9,347,56.9,cpu_stress,local_psutil,2026-04-02 02:34:02
100.0,347,56.9,cpu_stress,local_psutil,2026-04-02 02:34:03
100.0,347,57.0,cpu_stress,local_psutil,2026-04-02 02:34:04
100.0,349,57.0,cpu_stress,local_psutil,2026-04-02 02:34:05
100.0,349,56.9,cpu_stress,local_psutil,2026-04-02 02:34:06
100.0,347,56.9,cpu_stress,local_psutil,2026-04-02 02:34:07
99.9,347,56.9,cpu_stress,local_psutil,2026-04-02 02:34:08
100.0,347,57.0,cpu_stress,local_psutil,2026-04-02 02:34:09
100.0,347,57.0,cpu_stress,local_psutil,2026-04-02 02:34:10
99.9,349,57.0,cpu_stress,local_psutil,2026-04-02 02:34:11
99.7,347,57.0,cpu_stress,local_psutil,2026-04-02 02:34:12
100.0,347,57.1,cpu_stress,local_psutil,2026-04-02 02:34:13
100.0,347,57.1,cpu_stress,local_psutil,2026-04-02 02:34:14
99.9,347,57.1,cpu_stress,local_psutil,2026-04-02 02:34:15
100.0,351,57.1,cpu_stress,local_psutil,2026-04-02 02:34:16
100.0,347,57.1,cpu_stress,local_psutil,2026-04-02 02:34:17
100.0,347,57.1,cpu_stress,local_psutil,2026-04-02 02:34:18
99.9,347,57.2,cpu_stress,local_psutil,2026-04-02 02:34:19
100.0,347,57.2,cpu_stress,local_psutil,2026-04-02 02:34:20
100.0,351,57.2,cpu_stress,local_psutil,2026-04-02 02:34:21
100.0,347,57.3,cpu_stress,local_psutil,2026-04-02 02:34:22
99.8,347,57.3,cpu_stress,local_psutil,2026-04-02 02:34:23
100.0,347,57.3,cpu_stress,local_psutil,2026-04-02 02:34:24
100.0,347,57.3,cpu_stress,local_psutil,2026-04-02 02:34:25
100.0,349,57.3,cpu_stress,local_psutil,2026-04-02 02:34:26
100.0,347,57.3,cpu_stress,local_psutil,2026-04-02 02:34:27
100.0,347,57.3,cpu_stress,local_psutil,2026-04-02 02:34:28
99.9,347,57.3,cpu_stress,local_psutil,2026-04-02 02:34:29
99.0,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:30
100.0,351,57.5,cpu_stress,local_psutil,2026-04-02 02:34:31
99.8,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:32
99.9,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:33
99.8,347,57.4,cpu_stress,local_psutil,2026-04-02 02:34:34
100.0,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:35
100.0,351,57.5,cpu_stress,local_psutil,2026-04-02 02:34:36
99.7,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:37
99.8,346,57.5,cpu_stress,local_psutil,2026-04-02 02:34:38
100.0,346,57.5,cpu_stress,local_psutil,2026-04-02 02:34:39
100.0,346,57.5,cpu_stress,local_psutil,2026-04-02 02:34:40
100.0,348,57.5,cpu_stress,local_psutil,2026-04-02 02:34:41
99.9,347,57.6,cpu_stress,local_psutil,2026-04-02 02:34:42
100.0,349,57.6,cpu_stress,local_psutil,2026-04-02 02:34:43
99.9,347,57.7,cpu_stress,local_psutil,2026-04-02 02:34:44
100.0,347,57.7,cpu_stress,local_psutil,2026-04-02 02:34:45
100.0,350,57.8,cpu_stress,local_psutil,2026-04-02 02:34:46
100.0,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:47
100.0,349,57.6,cpu_stress,local_psutil,2026-04-02 02:34:48
100.0,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:49
99.8,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:50
100.0,349,57.4,cpu_stress,local_psutil,2026-04-02 02:34:51
100.0,347,57.4,cpu_stress,local_psutil,2026-04-02 02:34:52
100.0,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:53
100.0,347,57.5,cpu_stress,local_psutil,2026-04-02 02:34:54
100.0,347,57.4,cpu_stress,local_psutil,2026-04-02 02:34:55
99.7,349,57.6,cpu_stress,local_psutil,2026-04-02 02:34:56
99.7,349,57.8,cpu_stress,local_psutil,2026-04-02 02:34:57
100.0,347,57.8,cpu_stress,local_psutil,2026-04-02 02:34:58
100.0,347,57.9,cpu_stress,local_psutil,2026-04-02 02:34:59
100.0,347,58.0,cpu_stress,local_psutil,2026-04-02 02:35:00
99.9,349,57.9,cpu_stress,local_psutil,2026-04-02 02:35:01
99.8,349,57.9,cpu_stress,local_psutil,2026-04-02 02:35:02
99.9,347,57.8,cpu_stress,local_psutil,2026-04-02 02:35:03
100.0,347,57.9,cpu_stress,local_psutil,2026-04-02 02:35:04
99.9,347,57.9,cpu_stress,local_psutil,2026-04-02 02:35:05
100.0,349,57.9,cpu_stress,local_psutil,2026-04-02 02:35:06
100.0,347,57.9,cpu_stress,local_psutil,2026-04-02 02:35:07
99.9,347,57.9,cpu_stress,local_psutil,2026-04-02 02:35:08
99.8,347,57.9,cpu_stress,local_psutil,2026-04-02 02:35:09
98.6,347,58.0,cpu_stress,local_psutil,2026-04-02 02:35:10
100.0,350,58.0,cpu_stress,local_psutil,2026-04-02 02:35:11
100.0,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:12
100.0,346,58.4,cpu_stress,local_psutil,2026-04-02 02:35:13
100.0,346,58.4,cpu_stress,local_psutil,2026-04-02 02:35:14
100.0,347,58.4,cpu_stress,local_psutil,2026-04-02 02:35:15
99.9,350,58.4,cpu_stress,local_psutil,2026-04-02 02:35:16
100.0,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:17
100.0,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:18
99.9,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:19
100.0,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:20
99.8,348,58.3,cpu_stress,local_psutil,2026-04-02 02:35:21
100.0,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:22
99.9,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:23
100.0,346,58.3,cpu_stress,local_psutil,2026-04-02 02:35:24
100.0,347,58.4,cpu_stress,local_psutil,2026-04-02 02:35:25
100.0,350,58.4,cpu_stress,local_psutil,2026-04-02 02:35:26
100.0,346,58.4,cpu_stress,local_psutil,2026-04-02 02:35:27
100.0,346,58.4,cpu_stress,local_psutil,2026-04-02 02:35:28
100.0,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:29
100.0,347,58.4,cpu_stress,local_psutil,2026-04-02 02:35:30
99.9,350,58.5,cpu_stress,local_psutil,2026-04-02 02:35:31
100.0,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:32
100.0,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:33
100.0,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:35
100.0,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:36
100.0,348,58.5,cpu_stress,local_psutil,2026-04-02 02:35:37
100.0,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:38
100.0,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:39
99.9,347,58.7,cpu_stress,local_psutil,2026-04-02 02:35:40
99.9,349,58.7,cpu_stress,local_psutil,2026-04-02 02:35:41
99.4,348,58.7,cpu_stress,local_psutil,2026-04-02 02:35:42
100.0,346,58.7,cpu_stress,local_psutil,2026-04-02 02:35:43
100.0,344,58.5,cpu_stress,local_psutil,2026-04-02 02:35:44
100.0,344,58.5,cpu_stress,local_psutil,2026-04-02 02:35:45
100.0,347,58.5,cpu_stress,local_psutil,2026-04-02 02:35:46
99.9,346,58.5,cpu_stress,local_psutil,2026-04-02 02:35:47
100.0,344,58.5,cpu_stress,local_psutil,2026-04-02 02:35:48
100.0,344,58.5,cpu_stress,local_psutil,2026-04-02 02:35:49
99.9,344,58.5,cpu_stress,local_psutil,2026-04-02 02:35:50
100.0,345,58.6,cpu_stress,local_psutil,2026-04-02 02:35:51
100.0,346,58.6,cpu_stress,local_psutil,2026-04-02 02:35:52
99.3,352,78.8,mixed,local_psutil,2026-04-02 02:27:31
100.0,349,78.6,mixed,local_psutil,2026-04-02 02:27:32
100.0,349,81.0,mixed,local_psutil,2026-04-02 02:27:33
100.0,349,76.3,mixed,local_psutil,2026-04-02 02:27:34
100.0,349,73.9,mixed,local_psutil,2026-04-02 02:27:35
100.0,351,80.1,mixed,local_psutil,2026-04-02 02:27:36
100.0,349,83.1,mixed,local_psutil,2026-04-02 02:27:37
99.7,349,78.4,mixed,local_psutil,2026-04-02 02:27:38
99.9,351,81.2,mixed,local_psutil,2026-04-02 02:27:39
99.8,349,83.0,mixed,local_psutil,2026-04-02 02:27:40
99.8,351,78.1,mixed,local_psutil,2026-04-02 02:27:41
100.0,349,82.2,mixed,local_psutil,2026-04-02 02:27:42
100.0,349,78.3,mixed,local_psutil,2026-04-02 02:27:43
100.0,351,83.0,mixed,local_psutil,2026-04-02 02:27:44
100.0,349,77.4,mixed,local_psutil,2026-04-02 02:27:45
100.0,351,83.2,mixed,local_psutil,2026-04-02 02:27:46
99.7,349,75.1,mixed,local_psutil,2026-04-02 02:27:47
100.0,349,73.4,mixed,local_psutil,2026-04-02 02:27:48
100.0,351,79.7,mixed,local_psutil,2026-04-02 02:27:49
100.0,349,83.0,mixed,local_psutil,2026-04-02 02:27:50
100.0,351,80.5,mixed,local_psutil,2026-04-02 02:27:51
100.0,349,80.6,mixed,local_psutil,2026-04-02 02:27:52
100.0,349,83.0,mixed,local_psutil,2026-04-02 02:27:53
100.0,349,82.0,mixed,local_psutil,2026-04-02 02:27:54
100.0,349,83.0,mixed,local_psutil,2026-04-02 02:27:55
100.0,351,78.9,mixed,local_psutil,2026-04-02 02:27:56
100.0,349,70.5,mixed,local_psutil,2026-04-02 02:27:57
99.7,349,82.7,mixed,local_psutil,2026-04-02 02:27:58
100.0,349,82.7,mixed,local_psutil,2026-04-02 02:27:59
99.7,349,82.5,mixed,local_psutil,2026-04-02 02:28:00
99.8,351,82.3,mixed,local_psutil,2026-04-02 02:28:01
100.0,349,70.0,mixed,local_psutil,2026-04-02 02:28:02
100.0,349,80.9,mixed,local_psutil,2026-04-02 02:28:03
100.0,349,82.2,mixed,local_psutil,2026-04-02 02:28:04
99.8,349,81.9,mixed,local_psutil,2026-04-02 02:28:05
100.0,351,82.2,mixed,local_psutil,2026-04-02 02:28:06
99.8,349,82.2,mixed,local_psutil,2026-04-02 02:28:07
99.7,349,82.1,mixed,local_psutil,2026-04-02 02:28:08
99.9,349,81.7,mixed,local_psutil,2026-04-02 02:28:09
99.3,351,81.9,mixed,local_psutil,2026-04-02 02:28:10
99.0,351,76.5,mixed,local_psutil,2026-04-02 02:28:11
99.9,349,81.2,mixed,local_psutil,2026-04-02 02:28:12
100.0,349,82.1,mixed,local_psutil,2026-04-02 02:28:13
99.3,349,82.1,mixed,local_psutil,2026-04-02 02:28:14
100.0,351,82.2,mixed,local_psutil,2026-04-02 02:28:15
100.0,351,82.2,mixed,local_psutil,2026-04-02 02:28:16
99.9,349,82.1,mixed,local_psutil,2026-04-02 02:28:17
100.0,349,76.5,mixed,local_psutil,2026-04-02 02:28:18
99.8,349,78.0,mixed,local_psutil,2026-04-02 02:28:19
100.0,349,79.4,mixed,local_psutil,2026-04-02 02:28:20
100.0,351,80.6,mixed,local_psutil,2026-04-02 02:28:21
100.0,350,81.5,mixed,local_psutil,2026-04-02 02:28:22
99.9,351,82.8,mixed,local_psutil,2026-04-02 02:28:23
100.0,349,83.0,mixed,local_psutil,2026-04-02 02:28:24
100.0,349,82.9,mixed,local_psutil,2026-04-02 02:28:25
100.0,351,79.6,mixed,local_psutil,2026-04-02 02:28:26
100.0,349,78.9,mixed,local_psutil,2026-04-02 02:28:27
99.9,351,82.0,mixed,local_psutil,2026-04-02 02:28:28
100.0,349,71.5,mixed,local_psutil,2026-04-02 02:28:29
100.0,349,78.9,mixed,local_psutil,2026-04-02 02:28:30
99.8,351,81.0,mixed,local_psutil,2026-04-02 02:28:31
100.0,349,81.7,mixed,local_psutil,2026-04-02 02:28:32
100.0,349,81.8,mixed,local_psutil,2026-04-02 02:28:33
100.0,349,70.5,mixed,local_psutil,2026-04-02 02:28:34
99.9,349,71.1,mixed,local_psutil,2026-04-02 02:28:35
99.9,351,64.5,mixed,local_psutil,2026-04-02 02:28:36
100.0,348,67.4,mixed,local_psutil,2026-04-02 02:28:37
100.0,350,69.4,mixed,local_psutil,2026-04-02 02:28:38
100.0,348,77.3,mixed,local_psutil,2026-04-02 02:28:39
100.0,348,77.2,mixed,local_psutil,2026-04-02 02:28:40
100.0,350,77.0,mixed,local_psutil,2026-04-02 02:28:41
99.9,348,77.5,mixed,local_psutil,2026-04-02 02:28:42
100.0,350,77.4,mixed,local_psutil,2026-04-02 02:28:43
100.0,348,77.2,mixed,local_psutil,2026-04-02 02:28:44
99.9,348,77.1,mixed,local_psutil,2026-04-02 02:28:45
100.0,350,77.0,mixed,local_psutil,2026-04-02 02:28:46
100.0,348,75.2,mixed,local_psutil,2026-04-02 02:28:47
100.0,348,76.2,mixed,local_psutil,2026-04-02 02:28:48
99.9,348,76.1,mixed,local_psutil,2026-04-02 02:28:49
100.0,348,68.8,mixed,local_psutil,2026-04-02 02:28:50
100.0,350,76.0,mixed,local_psutil,2026-04-02 02:28:51
100.0,348,76.0,mixed,local_psutil,2026-04-02 02:28:53
99.9,348,70.4,mixed,local_psutil,2026-04-02 02:28:54
100.0,350,72.5,mixed,local_psutil,2026-04-02 02:28:55
100.0,349,74.3,mixed,local_psutil,2026-04-02 02:28:56
100.0,350,68.2,mixed,local_psutil,2026-04-02 02:28:57
99.6,348,70.0,mixed,local_psutil,2026-04-02 02:28:58
100.0,348,70.0,mixed,local_psutil,2026-04-02 02:28:59
100.0,350,59.0,mixed,local_psutil,2026-04-02 02:29:00
100.0,349,68.6,mixed,local_psutil,2026-04-02 02:29:01
100.0,350,70.4,mixed,local_psutil,2026-04-02 02:29:02
100.0,348,59.2,mixed,local_psutil,2026-04-02 02:29:03
100.0,348,62.9,mixed,local_psutil,2026-04-02 02:29:04
100.0,348,72.3,mixed,local_psutil,2026-04-02 02:29:05
100.0,350,72.3,mixed,local_psutil,2026-04-02 02:29:06
100.0,350,72.4,mixed,local_psutil,2026-04-02 02:29:07
99.9,350,72.4,mixed,local_psutil,2026-04-02 02:29:08
100.0,348,72.4,mixed,local_psutil,2026-04-02 02:29:09
100.0,348,72.4,mixed,local_psutil,2026-04-02 02:29:10
100.0,349,72.4,mixed,local_psutil,2026-04-02 02:29:11
99.9,349,65.9,mixed,local_psutil,2026-04-02 02:29:12
100.0,349,71.5,mixed,local_psutil,2026-04-02 02:29:13
99.8,347,65.3,mixed,local_psutil,2026-04-02 02:29:14
99.9,347,68.4,mixed,local_psutil,2026-04-02 02:29:15
100.0,349,64.7,mixed,local_psutil,2026-04-02 02:29:16
100.0,349,67.7,mixed,local_psutil,2026-04-02 02:29:17
100.0,348,63.2,mixed,local_psutil,2026-04-02 02:29:18
99.7,347,65.7,mixed,local_psutil,2026-04-02 02:29:19
99.9,347,68.5,mixed,local_psutil,2026-04-02 02:29:20
100.0,349,65.3,mixed,local_psutil,2026-04-02 02:29:21
99.9,351,60.2,mixed,local_psutil,2026-04-02 02:29:22
99.9,347,54.2,mixed,local_psutil,2026-04-02 02:29:23
100.0,347,54.1,mixed,local_psutil,2026-04-02 02:29:24
99.8,348,53.9,mixed,local_psutil,2026-04-02 02:29:25
100.0,350,53.7,mixed,local_psutil,2026-04-02 02:29:26
100.0,352,53.7,mixed,local_psutil,2026-04-02 02:29:27
100.0,348,53.7,mixed,local_psutil,2026-04-02 02:29:28
100.0,348,53.5,mixed,local_psutil,2026-04-02 02:29:29
100.0,348,53.5,mixed,local_psutil,2026-04-02 02:29:30
100.0,350,53.6,mixed,local_psutil,2026-04-02 02:29:31
100.0,350,53.6,mixed,local_psutil,2026-04-02 02:29:32
100.0,348,53.3,mixed,local_psutil,2026-04-02 02:29:33
99.8,348,53.3,mixed,local_psutil,2026-04-02 02:29:34
100.0,348,53.2,mixed,local_psutil,2026-04-02 02:29:35
99.9,350,53.3,mixed,local_psutil,2026-04-02 02:29:36
100.0,352,53.4,mixed,local_psutil,2026-04-02 02:29:37
100.0,348,53.4,mixed,local_psutil,2026-04-02 02:29:38
100.0,348,53.3,mixed,local_psutil,2026-04-02 02:29:39
100.0,348,53.3,mixed,local_psutil,2026-04-02 02:29:40
99.9,350,53.2,mixed,local_psutil,2026-04-02 02:29:41
100.0,352,53.2,mixed,local_psutil,2026-04-02 02:29:42
100.0,348,53.2,mixed,local_psutil,2026-04-02 02:29:43
100.0,348,53.3,mixed,local_psutil,2026-04-02 02:29:44
99.8,348,53.3,mixed,local_psutil,2026-04-02 02:29:45
99.7,350,53.3,mixed,local_psutil,2026-04-02 02:29:46
99.9,350,53.3,mixed,local_psutil,2026-04-02 02:29:47
100.0,349,53.3,mixed,local_psutil,2026-04-02 02:29:48
100.0,349,53.3,mixed,local_psutil,2026-04-02 02:29:49
100.0,349,53.3,mixed,local_psutil,2026-04-02 02:29:50
100.0,351,53.4,mixed,local_psutil,2026-04-02 02:29:51
99.9,351,53.6,mixed,local_psutil,2026-04-02 02:29:52
100.0,351,53.7,mixed,local_psutil,2026-04-02 02:29:53
100.0,349,53.7,mixed,local_psutil,2026-04-02 02:29:54
100.0,349,53.7,mixed,local_psutil,2026-04-02 02:29:55
100.0,351,53.7,mixed,local_psutil,2026-04-02 02:29:56
100.0,351,53.7,mixed,local_psutil,2026-04-02 02:29:57
99.7,351,53.7,mixed,local_psutil,2026-04-02 02:29:58
100.0,349,53.8,mixed,local_psutil,2026-04-02 02:29:59
99.9,349,53.8,mixed,local_psutil,2026-04-02 02:30:00
99.9,351,53.8,mixed,local_psutil,2026-04-02 02:30:01
100.0,351,53.8,mixed,local_psutil,2026-04-02 02:30:02
100.0,349,53.8,mixed,local_psutil,2026-04-02 02:30:03
100.0,349,53.8,mixed,local_psutil,2026-04-02 02:30:04
99.9,349,53.8,mixed,local_psutil,2026-04-02 02:30:05
100.0,351,53.8,mixed,local_psutil,2026-04-02 02:30:06
100.0,351,53.8,mixed,local_psutil,2026-04-02 02:30:07
99.8,349,53.9,mixed,local_psutil,2026-04-02 02:30:08
99.9,349,53.9,mixed,local_psutil,2026-04-02 02:30:09
100.0,349,54.0,mixed,local_psutil,2026-04-02 02:30:10
100.0,354,54.1,mixed,local_psutil,2026-04-02 02:30:11
99.9,351,54.0,mixed,local_psutil,2026-04-02 02:30:12
100.0,349,54.0,mixed,local_psutil,2026-04-02 02:30:13
100.0,349,54.0,mixed,local_psutil,2026-04-02 02:30:14
100.0,349,54.0,mixed,local_psutil,2026-04-02 02:30:15
100.0,351,54.0,mixed,local_psutil,2026-04-02 02:30:16
100.0,349,54.0,mixed,local_psutil,2026-04-02 02:30:17
99.9,347,54.0,mixed,local_psutil,2026-04-02 02:30:18
100.0,347,54.1,mixed,local_psutil,2026-04-02 02:30:19
100.0,347,54.0,mixed,local_psutil,2026-04-02 02:30:20
100.0,349,54.0,mixed,local_psutil,2026-04-02 02:30:21
100.0,349,54.1,mixed,local_psutil,2026-04-02 02:30:22
100.0,347,54.1,mixed,local_psutil,2026-04-02 02:30:23
100.0,347,54.1,mixed,local_psutil,2026-04-02 02:30:24
100.0,347,54.1,mixed,local_psutil,2026-04-02 02:30:25
100.0,349,54.1,mixed,local_psutil,2026-04-02 02:30:26
100.0,349,54.2,mixed,local_psutil,2026-04-02 02:30:27
