cpu_percent,process_count,ram_percent,scenario,source_tag,timestamp,cpu_percent_lag1,cpu_percent_lag2,cpu_percent_delta1,cpu_percent_roll_mean_3,cpu_percent_roll_std_3,cpu_percent_roll_mean_5,cpu_percent_roll_std_5,ram_percent_lag1,ram_percent_lag2,ram_percent_delta1,ram_percent_roll_mean_3,ram_percent_roll_std_3,ram_percent_roll_mean_5,ram_percent_roll_std_5,process_count_lag1,process_count_lag2,process_count_delta1,process_count_roll_mean_3,process_count_roll_std_3,process_count_roll_mean_5,process_count_roll_std_5,spike
5.6,320,51.0,idle,local_psutil,2026-04-02 02:10:04,5.6,5.7,0.0,5.633333333333333,0.057735026918856416,6.159999999999999,1.1414902540100844,51.0,51.0,0.0,51.0,0.0,51.06,0.08944271910341031,322.0,320.0,-2.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
5.5,320,51.2,idle,local_psutil,2026-04-02 02:10:07,5.6,5.6,-0.09999999999999964,5.566666666666666,0.05773502691885398,5.62,0.08366600265346341,51.0,51.0,0.20000000000000284,51.06666666666667,0.11547005383903021,51.06,0.08944271910341031,320.0,322.0,0.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
6.6,320,51.1,idle,local_psutil,2026-04-02 02:10:10,5.5,5.6,1.0999999999999996,5.8999999999999995,0.6082762530298119,5.8,0.4527692569068805,51.2,51.0,-0.10000000000000142,51.1,0.10000000000128206,51.06,0.08944271910341031,320.0,320.0,0.0,320.0,0.0,320.4,0.8944271909993423,0
5.3,320,51.1,idle,local_psutil,2026-04-02 02:10:13,6.6,5.5,-1.2999999999999998,5.8,0.699999999999991,5.72,0.5069516742254718,51.1,51.2,0.0,51.13333333333333,0.057735026921194345,51.08,0.08366600265705806,320.0,320.0,0.0,320.0,0.0,320.4,0.8944271909993423,0
5.9,322,51.0,idle,local_psutil,2026-04-02 02:10:16,5.3,6.6,0.6000000000000005,5.933333333333334,0.6506407098647619,5.779999999999999,0.5069516742254717,51.1,51.1,-0.10000000000000142,51.06666666666666,0.057735026921169726,51.08,0.08366600265705806,320.0,320.0,2.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
5.1,320,51.0,idle,local_psutil,2026-04-02 02:10:19,5.9,5.3,-0.8000000000000007,5.433333333333334,0.4163331998932117,5.68,0.5932958789676607,51.0,51.1,0.0,51.03333333333333,0.05773502692115999,51.08,0.08366600265705806,322.0,320.0,-2.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
5.4,320,51.0,idle,local_psutil,2026-04-02 02:10:22,5.1,5.9,0.3000000000000007,5.466666666666666,0.40414518843272274,5.659999999999999,0.6024948132556902,51.0,51.0,0.0,51.0,0.0,51.040000000000006,0.05477225575610025,320.0,322.0,0.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
5.4,320,50.9,idle,local_psutil,2026-04-02 02:10:25,5.4,5.1,0.0,5.300000000000001,0.17320508075685018,5.42,0.2949576240750685,51.0,51.0,-0.10000000000000142,50.96666666666667,0.05773502692114255,51.0,0.07071067812298405,320.0,320.0,0.0,320.0,0.0,320.4,0.8944271909993423,0
6.0,320,50.7,idle,local_psutil,2026-04-02 02:10:28,5.4,5.4,0.5999999999999996,5.6000000000000005,0.3464101615137579,5.5600000000000005,0.3781534080237929,50.9,51.0,-0.19999999999999574,50.866666666666674,0.15275252316600402,50.92,0.130384048106405,320.0,320.0,0.0,320.0,0.0,320.4,0.8944271909993423,0
5.8,324,51.0,idle,local_psutil,2026-04-02 02:10:31,6.0,5.4,-0.20000000000000018,5.733333333333334,0.3055050463303706,5.540000000000001,0.3577708763999792,50.7,50.9,0.29999999999999716,50.866666666666674,0.15275252316600402,50.92,0.130384048106405,320.0,320.0,4.0,321.3333333333333,2.3094010767581175,320.8,1.7888543819995386,0
8.9,320,51.1,idle,local_psutil,2026-04-02 02:10:34,5.8,6.0,3.1000000000000005,6.8999999999999995,1.7349351572897465,6.3,1.4764823060233432,51.0,50.7,0.10000000000000142,50.93333333333334,0.2081665999472135,50.94,0.15165750888305146,324.0,320.0,-4.0,321.3333333333333,2.3094010767581175,320.8,1.7888543819995386,0
5.6,320,51.0,idle,local_psutil,2026-04-02 02:10:37,8.9,5.8,-3.3000000000000007,6.766666666666666,1.8502252115170545,6.340000000000001,1.4484474446799958,51.1,51.0,-0.10000000000000142,51.03333333333333,0.057735026921162565,50.94,0.15165750888305146,320.0,324.0,0.0,321.3333333333333,2.3094010767581175,320.8,1.7888543819995386,0
5.3,320,50.7,idle,local_psutil,2026-04-02 02:10:40,5.6,8.9,-0.2999999999999998,6.6000000000000005,1.9974984355438166,6.319999999999999,1.4652644812456246,51.0,51.1,-0.29999999999999716,50.93333333333334,0.2081665999472135,50.900000000000006,0.18708286934033755,320.0,320.0,0.0,320.0,0.0,320.8,1.7888543819995386,0
5.9,320,50.7,idle,local_psutil,2026-04-02 02:10:43,5.3,5.6,0.6000000000000005,5.6000000000000005,0.29999999999997884,6.3,1.4713938969562192,50.7,51.0,0.0,50.800000000000004,0.17320508075759367,50.9,0.18708286934033755,320.0,320.0,0.0,320.0,0.0,320.8,1.7888543819995386,0
6.0,322,50.7,idle,local_psutil,2026-04-02 02:10:46,5.9,5.3,0.09999999999999964,5.733333333333333,0.37859388972000246,6.340000000000001,1.4570518178843228,50.7,50.7,0.0,50.7,0.0,50.84,0.19493588689775748,320.0,320.0,2.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
8.0,320,51.0,idle,local_psutil,2026-04-02 02:10:49,6.0,5.9,2.0,6.633333333333333,1.184623709594454,6.16,1.064424727258818,50.7,50.7,0.29999999999999716,50.800000000000004,0.17320508075759367,50.82000000000001,0.1643167672534236,322.0,320.0,-2.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
5.4,320,51.1,idle,local_psutil,2026-04-02 02:10:52,8.0,6.0,-2.5999999999999996,6.466666666666666,1.3613718571108062,6.12,1.0940749517286323,51.0,50.7,0.10000000000000142,50.93333333333334,0.2081665999472135,50.84,0.19493588689775931,320.0,322.0,0.0,320.6666666666667,1.1547005383784557,320.4,0.8944271909993423,0
6.0,322,51.0,idle,local_psutil,2026-04-02 02:10:55,5.4,8.0,0.5999999999999996,6.466666666666666,1.3613718571108062,6.26,1.0039920318408952,51.1,51.0,-0.10000000000000142,51.03333333333333,0.057735026921162565,50.9,0.18708286934034377,320.0,320.0,2.0,320.6666666666667,1.1547005383784557,320.8,1.0954451150098632,0
5.3,320,51.0,idle,local_psutil,2026-04-02 02:10:58,6.0,5.4,-0.7000000000000002,5.566666666666666,0.3785938897200056,6.14,1.0899541274751012,51.0,51.1,0.0,51.03333333333333,0.057735026921162565,50.96,0.15165750888306478,322.0,320.0,-2.0,320.6666666666667,1.1547005383784557,320.8,1.0954451150098632,0
6.0,322,50.9,idle,local_psutil,2026-04-02 02:11:01,5.3,6.0,0.7000000000000002,5.766666666666667,0.4041451884327265,6.14,1.0899541274751012,51.0,51.0,-0.10000000000000142,50.96666666666667,0.05773502692114513,51.0,0.07071067812302466,320.0,322.0,2.0,321.3333333333333,1.1547005383784557,320.8,1.0954451150098632,0
7.5,320,50.8,idle,local_psutil,2026-04-02 02:11:04,6.0,5.3,1.5,6.266666666666667,1.1239810200058202,6.04,0.8792041856133357,50.9,51.0,-0.10000000000000142,50.9,0.10000000000124831,50.959999999999994,0.1140175425126224,322.0,320.0,-2.0,320.6666666666667,1.1547005383784557,320.8,1.0954451150098632,0
6.8,320,51.0,idle,local_psutil,2026-04-02 02:11:07,7.5,6.0,-0.7000000000000002,6.766666666666666,0.7505553499465071,6.32,0.8467585252006671,50.8,50.9,0.20000000000000284,50.9,0.10000000000124831,50.94,0.0894427191034421,320.0,322.0,0.0,320.6666666666667,1.1547005383784557,320.8,1.0954451150098632,0
7.6,319,50.9,idle,local_psutil,2026-04-02 02:11:10,6.8,7.5,0.7999999999999998,7.3,0.435889894354056,6.640000000000001,0.9864076236526197,51.0,50.8,-0.10000000000000142,50.9,0.10000000000124831,50.92,0.08366600265709397,320.0,320.0,-1.0,319.6666666666667,0.5773502691880587,320.2,1.0954451150098632,0
8.3,319,50.9,idle,local_psutil,2026-04-02 02:11:13,7.6,6.8,0.7000000000000011,7.566666666666666,0.7505553499465075,7.24,0.8734987120769028,50.9,51.0,0.0,50.93333333333334,0.0577350269211359,50.9,0.07071067812301442,319.0,320.0,0.0,319.3333333333333,0.5773502691880587,320.0,1.22474487139117,0
6.8,321,50.9,idle,local_psutil,2026-04-02 02:11:16,8.3,7.6,-1.5000000000000009,7.566666666666666,0.7505553499465075,7.4,0.6284902544988329,50.9,50.9,0.0,50.9,0.0,50.9,0.07071067812301442,319.0,319.0,2.0,319.6666666666667,1.1547005383784557,319.8,0.8366600265334594,0
5.6,320,50.9,idle,local_psutil,2026-04-02 02:11:19,6.8,8.3,-1.2000000000000002,6.8999999999999995,1.3527749258468649,7.0200000000000005,1.0109401564880127,50.9,50.9,0.0,50.9,0.0,50.92,0.04472135955689224,321.0,319.0,-1.0,320.0,0.9999999999990763,319.8,0.8366600265334594,0
5.9,320,51.0,idle,local_psutil,2026-04-02 02:11:22,5.6,6.8,0.3000000000000007,6.1000000000000005,0.6244997998398305,6.839999999999999,1.132695899171533,50.9,50.9,0.10000000000000142,50.93333333333333,0.0577350269211359,50.92,0.04472135955689224,320.0,321.0,0.0,320.3333333333333,0.5773502691880218,319.8,0.8366600265334594,0
5.5,319,51.1,idle,local_psutil,2026-04-02 02:11:25,5.9,5.6,-0.40000000000000036,5.666666666666667,0.2081665999465853,6.42,1.1691877522451248,51.0,50.9,0.10000000000000142,51.0,0.1000000000012714,50.96,0.08944271910344097,320.0,320.0,-1.0,319.6666666666667,0.5773502691880218,319.8,0.8366600265334594,0
5.3,319,51.0,idle,local_psutil,2026-04-02 02:11:28,5.5,5.9,-0.20000000000000018,5.566666666666667,0.3055050463303707,5.82,0.5890670590009309,51.1,51.0,-0.10000000000000142,51.03333333333333,0.05773502692117539,50.98,0.0836660026570944,319.0,320.0,0.0,319.3333333333333,0.5773502691880218,319.8,0.8366600265334594,0
9.3,322,51.1,idle,local_psutil,2026-04-02 02:11:31,5.3,5.5,4.000000000000001,6.7,2.2538855339169266,6.32,1.6798809481626988,51.0,51.1,0.10000000000000142,51.06666666666666,0.05773502692118513,51.02,0.08366600265709163,319.0,319.0,3.0,320.0,1.7320508075683398,320.0,1.22474487139117,0
7.4,320,51.2,idle,local_psutil,2026-04-02 02:11:34,9.3,5.3,-1.9000000000000004,7.333333333333333,2.00083315979452,6.6800000000000015,1.679880948162699,51.1,51.0,0.10000000000000142,51.1,0.10000000000129095,51.08,0.08366600265708876,322.0,319.0,-2.0,320.3333333333333,1.5275252316513357,320.0,1.22474487139117,0
7.1,322,51.3,idle,local_psutil,2026-04-02 02:11:37,7.4,9.3,-0.3000000000000007,7.9333333333333345,1.1930353445448802,6.92,1.6254230218623116,51.2,51.1,0.09999999999999432,51.199999999999996,0.10000000000131226,51.14,0.11401754251260944,320.0,322.0,2.0,321.3333333333333,1.1547005383784557,320.4,1.5165750888099754,0
6.3,320,51.2,idle,local_psutil,2026-04-02 02:11:40,7.1,7.4,-0.7999999999999998,6.933333333333334,0.568624070307724,7.08,1.4839137441239665,51.3,51.2,-0.09999999999999432,51.23333333333334,0.05773502692125178,51.160000000000004,0.11401754251260873,322.0,320.0,-2.0,320.6666666666667,1.1547005383784557,320.6,1.3416407864995008,0
5.4,319,51.0,idle,local_psutil,2026-04-02 02:11:43,6.3,7.1,-0.8999999999999995,6.266666666666667,0.8504900548115331,7.1,1.4543039572249017,51.2,51.3,-0.20000000000000284,51.166666666666664,0.15275252316604898,51.160000000000004,0.11401754251260873,320.0,322.0,-1.0,320.3333333333333,1.5275252316513357,320.6,1.3416407864995008,0
5.5,321,50.9,idle,local_psutil,2026-04-02 02:11:46,5.4,6.3,0.09999999999999964,5.733333333333333,0.49328828623161763,6.34,0.907193474403343,51.0,51.2,-0.10000000000000142,51.03333333333334,0.1527525231660319,51.12,0.16431676725342176,319.0,320.0,2.0,320.0,0.999999999999055,320.4,1.1401754250987053,0
7.9,319,51.1,idle,local_psutil,2026-04-02 02:11:49,5.5,5.4,2.4000000000000004,6.266666666666667,1.4153915830374737,6.44,1.066770828247571,50.9,51.0,0.20000000000000284,51.0,0.10000000000126784,51.1,0.15811388301036483,321.0,319.0,-2.0,319.6666666666667,1.1547005383784372,320.2,1.3038404810401507,0
5.3,319,51.1,idle,local_psutil,2026-04-02 02:11:52,7.9,5.5,-2.6000000000000005,6.233333333333334,1.4468356276140446,6.08,1.091787525116499,51.1,50.9,0.0,51.03333333333333,0.11547005383903021,51.06,0.11401754251261759,319.0,321.0,0.0,319.6666666666667,1.1547005383784372,319.6,0.8944271909993622,0
5.8,321,51.1,idle,local_psutil,2026-04-02 02:11:55,5.3,7.9,0.5,6.333333333333333,1.3796134724383227,5.98,1.0894952959971926,51.1,51.1,0.0,51.1,0.0,51.040000000000006,0.0894427191034396,319.0,319.0,2.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098794,0
5.3,319,51.2,idle,local_psutil,2026-04-02 02:11:58,5.8,5.3,-0.5,5.466666666666666,0.28867513459480154,5.959999999999999,1.1036303729057164,51.1,51.1,0.10000000000000142,51.13333333333333,0.05773502692121022,51.08,0.1095445115038431,321.0,319.0,-2.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098794,0
5.1,321,51.1,idle,local_psutil,2026-04-02 02:12:01,5.3,5.8,-0.20000000000000018,5.3999999999999995,0.3605551275463902,5.88,1.1584472366059713,51.2,51.1,-0.10000000000000142,51.13333333333333,0.05773502692121022,51.120000000000005,0.04472135955686339,319.0,321.0,2.0,320.3333333333333,1.1547005383784372,319.8,1.0954451150098794,0
6.8,319,51.2,idle,local_psutil,2026-04-02 02:12:04,5.1,5.3,1.7000000000000002,5.733333333333333,0.9291573243177529,5.66,0.6877499545619846,51.1,51.2,0.10000000000000142,51.166666666666664,0.05773502692122509,51.14,0.054772255756119215,321.0,319.0,-2.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098794,0
5.4,319,51.1,idle,local_psutil,2026-04-02 02:12:07,6.8,5.1,-1.3999999999999995,5.766666666666667,0.9073771725877423,5.68,0.6760177512462315,51.2,51.1,-0.10000000000000142,51.13333333333333,0.05773502692121022,51.14,0.054772255756119215,319.0,321.0,0.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098794,0
5.5,321,51.1,idle,local_psutil,2026-04-02 02:12:10,5.4,6.8,0.09999999999999964,5.8999999999999995,0.7810249675906601,5.619999999999999,0.6760177512462318,51.1,51.2,0.0,51.13333333333333,0.05773502692121022,51.14,0.054772255756119215,319.0,319.0,2.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098794,0
6.2,319,51.1,idle,local_psutil,2026-04-02 02:12:13,5.5,5.4,0.7000000000000002,5.7,0.43588989435405917,5.8,0.689202437604519,51.1,51.1,0.0,51.1,0.0,51.120000000000005,0.04472135955686339,321.0,319.0,-2.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098794,0
5.1,320,51.0,idle,local_psutil,2026-04-02 02:12:16,6.2,5.5,-1.1000000000000005,5.6000000000000005,0.5567764362829961,5.8,0.689202437604519,51.1,51.1,-0.10000000000000142,51.06666666666667,0.05773502692118561,51.1,0.07071067812300169,319.0,321.0,1.0,320.0,0.999999999999055,319.6,0.8944271909993622,0
5.1,318,51.0,idle,local_psutil,2026-04-02 02:12:19,5.1,6.2,0.0,5.466666666666666,0.6350852961085832,5.459999999999999,0.4505552130427673,51.0,51.1,0.0,51.03333333333333,0.05773502692117587,51.06,0.0547722557561347,320.0,319.0,-2.0,319.0,0.999999999999055,319.4,1.1401754250986973,0
5.4,318,51.2,idle,local_psutil,2026-04-02 02:12:22,5.1,5.1,0.3000000000000007,5.2,0.1732050807568686,5.46,0.4505552130427673,51.0,51.0,0.20000000000000284,51.06666666666667,0.11547005383903816,51.08,0.08366600265708296,318.0,320.0,0.0,318.6666666666667,1.1547005383784372,319.2,1.3038404810401438,0
5.4,319,51.2,idle,local_psutil,2026-04-02 02:12:25,5.4,5.1,0.0,5.3,0.1732050807568686,5.44,0.4505552130427674,51.2,51.0,0.0,51.13333333333333,0.11547005383905047,51.10000000000001,0.10000000000307202,318.0,318.0,1.0,318.3333333333333,0.5773502691880218,318.8,0.83666002653347,0
9.9,319,52.4,idle,local_psutil,2026-04-02 02:12:28,5.4,5.4,4.5,6.900000000000001,2.5980762113533147,6.18,2.0849460424672888,51.2,51.2,1.1999999999999957,51.6,0.6928203230277558,51.36,0.5899152481506144,319.0,318.0,0.0,318.6666666666667,0.5773502691880218,318.8,0.83666002653347,0
5.8,321,52.9,idle,local_psutil,2026-04-02 02:12:31,9.9,5.4,-4.1000000000000005,7.033333333333334,2.490649179096351,6.32,2.0166804407243126,52.4,51.2,0.5,52.166666666666664,0.873689494805594,51.739999999999995,0.8532291603084031,319.0,319.0,2.0,319.6666666666667,1.1547005383784372,319.0,1.224744871391177,0
5.3,319,51.7,idle,local_psutil,2026-04-02 02:12:34,5.8,9.9,-0.5,7.0,2.523885892824792,6.359999999999999,1.9882152800941872,52.9,52.4,-1.1999999999999957,52.333333333333336,0.602771377334447,51.879999999999995,0.7529940238810511,321.0,319.0,-2.0,319.6666666666667,1.1547005383784372,319.2,1.0954451150098714,0
5.2,319,51.8,idle,local_psutil,2026-04-02 02:12:37,5.3,5.8,-0.09999999999999964,5.433333333333334,0.3214550253664221,6.32,2.014199592890438,51.7,52.9,0.09999999999999432,52.13333333333333,0.665832811848178,52.0,0.6595452979140807,319.0,321.0,0.0,319.6666666666667,1.1547005383784372,319.4,0.8944271909993522,0
5.4,319,51.6,idle,local_psutil,2026-04-02 02:12:40,5.2,5.3,0.20000000000000018,5.3,0.09999999999996978,6.32,2.014199592890438,51.8,51.7,-0.19999999999999574,51.699999999999996,0.1000000000014105,52.08,0.5540758070883183,319.0,319.0,0.0,319.0,0.0,319.4,0.8944271909993522,0
6.2,319,51.4,idle,local_psutil,2026-04-02 02:12:43,5.4,5.2,0.7999999999999998,5.6000000000000005,0.5291502622129127,5.58,0.4147288270665674,51.6,51.8,-0.20000000000000284,51.6,0.20000000000068607,51.88000000000001,0.5890670590014158,319.0,319.0,0.0,319.0,0.0,319.4,0.8944271909993522,0
5.5,321,51.2,idle,local_psutil,2026-04-02 02:12:46,6.2,5.4,-0.7000000000000002,5.7,0.435889894354061,5.5200000000000005,0.39623225512319293,51.4,51.6,-0.19999999999999574,51.4,0.20000000000064344,51.54,0.24083189157706458,319.0,319.0,2.0,319.6666666666667,1.1547005383784372,319.4,0.8944271909993522,0
6.0,319,50.8,idle,local_psutil,2026-04-02 02:12:49,5.5,6.2,0.5,5.8999999999999995,0.3605551275463921,5.660000000000001,0.4219004621945921,51.2,51.4,-0.4000000000000057,51.13333333333333,0.3055050463307729,51.36,0.3847076812341979,321.0,319.0,-2.0,319.6666666666667,1.1547005383784372,319.4,0.8944271909993522,0
6.7,319,50.7,idle,local_psutil,2026-04-02 02:12:52,6.0,5.5,0.7000000000000002,6.066666666666666,0.6027713773341669,5.96,0.5319774431308242,50.8,51.2,-0.09999999999999432,50.9,0.26457513110686337,51.14,0.38470768123420707,319.0,321.0,0.0,319.6666666666667,1.1547005383784372,319.4,0.8944271909993522,0
6.7,319,51.1,idle,local_psutil,2026-04-02 02:12:55,6.7,6.0,0.0,6.466666666666666,0.4041451884327325,6.220000000000001,0.5069516742254712,50.7,50.8,0.3999999999999986,50.866666666666674,0.20816659994711775,51.040000000000006,0.2880972058188066,319.0,319.0,0.0,319.0,0.0,319.4,0.8944271909993522,0
5.6,319,51.1,idle,local_psutil,2026-04-02 02:12:58,6.7,6.7,-1.1000000000000005,6.333333333333333,0.6350852961085849,6.1,0.5787918451395188,51.1,50.7,0.0,50.96666666666667,0.2309401076763218,50.980000000000004,0.21679483388818635,319.0,319.0,0.0,319.0,0.0,319.4,0.8944271909993522,0
6.1,321,51.0,idle,local_psutil,2026-04-02 02:13:01,5.6,6.7,0.5,6.133333333333333,0.550757054728606,6.22,0.4764451699828725,51.1,51.1,-0.10000000000000142,51.06666666666667,0.05773502692092761,50.94,0.18165902124752006,319.0,319.0,2.0,319.6666666666667,1.1547005383784372,319.4,0.8944271909993522,0
6.2,319,50.9,idle,local_psutil,2026-04-02 02:13:04,6.1,5.6,0.10000000000000053,5.966666666666666,0.3214550253664242,6.26,0.46151923036858183,51.0,51.1,-0.10000000000000142,51.0,0.10000000000110852,50.96,0.16733200530862655,321.0,319.0,-2.0,319.6666666666667,1.1547005383784372,319.4,0.8944271909993522,0
5.9,319,51.0,idle,local_psutil,2026-04-02 02:13:07,6.2,6.1,-0.2999999999999998,6.066666666666666,0.15275252316517776,6.1,0.4062019202318087,50.9,51.0,0.10000000000000142,50.96666666666667,0.057735026920856844,51.019999999999996,0.08366600265701911,319.0,321.0,0.0,319.6666666666667,1.1547005383784372,319.4,0.8944271909993522,0
6.7,319,50.9,idle,local_psutil,2026-04-02 02:13:10,5.9,6.2,0.7999999999999998,6.266666666666667,0.4041451884327313,6.1,0.4062019202318087,51.0,50.9,-0.10000000000000142,50.93333333333334,0.05773502692083479,50.980000000000004,0.08366600265702952,319.0,319.0,0.0,319.0,0.0,319.4,0.8944271909993522,0
6.0,321,51.1,idle,local_psutil,2026-04-02 02:13:13,6.7,5.9,-0.7000000000000002,6.2,0.43588989435406117,6.18,0.31144823004796207,50.9,51.0,0.20000000000000284,51.0,0.10000000000110852,50.980000000000004,0.08366600265702952,319.0,319.0,2.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098714,0
5.8,321,51.0,idle,local_psutil,2026-04-02 02:13:16,6.0,6.7,-0.20000000000000018,6.166666666666667,0.47258156262525514,6.12,0.3563705936241213,51.1,50.9,-0.10000000000000142,51.0,0.10000000000110852,50.980000000000004,0.08366600265702952,321.0,319.0,0.0,320.3333333333333,1.1547005383784372,319.8,1.0954451150098714,0
5.6,319,51.1,idle,local_psutil,2026-04-02 02:13:19,5.8,6.0,-0.20000000000000018,5.8,0.19999999999998416,6.0,0.4183300132670488,51.0,51.1,0.10000000000000142,51.06666666666666,0.05773502692093325,51.019999999999996,0.08366600265701911,321.0,321.0,-2.0,320.3333333333333,1.1547005383784372,319.8,1.0954451150098714,0
6.1,319,50.9,idle,local_psutil,2026-04-02 02:13:22,5.6,5.8,0.5,5.833333333333333,0.2516611478423458,6.04,0.4159326868617193,51.1,51.0,-0.20000000000000284,51.0,0.10000000000110852,51.0,0.10000000000302571,319.0,321.0,0.0,319.6666666666667,1.1547005383784372,319.8,1.0954451150098714,0
5.6,319,50.9,idle,local_psutil,2026-04-02 02:13:25,6.1,5.6,-0.5,5.766666666666666,0.28867513459480143,5.819999999999999,0.22803508501984923,50.9,51.1,0.0,50.96666666666667,0.11547005383887377,51.0,0.10000000000302571,319.0,319.0,0.0,319.0,0.0,319.8,1.0954451150098714,0
6.4,319,50.8,idle,local_psutil,2026-04-02 02:13:28,5.6,6.1,0.8000000000000007,6.033333333333334,0.4041451884327313,5.9,0.3464101615137895,50.9,50.9,-0.10000000000000142,50.86666666666667,0.05773502692079274,50.94,0.1140175425125765,319.0,319.0,0.0,319.0,0.0,319.4,0.8944271909993522,0
5.9,323,51.0,idle,local_psutil,2026-04-02 02:13:31,6.4,5.6,-0.5,5.966666666666666,0.40414518843273106,5.92,0.3420526275297555,50.8,50.9,0.20000000000000284,50.9,0.10000000000107151,50.94,0.1140175425125765,319.0,319.0,4.0,320.3333333333333,2.309401076758108,319.8,1.7888543819995435,0
