timestamp,cpu_percent,ram_percent,process_count,scenario,source_tag
2026-04-02 02:31:02,100.0,54.8,348,idle,local_psutil
2026-04-02 02:31:03,100.0,54.8,348,idle,local_psutil
2026-04-02 02:31:04,100.0,54.9,350,idle,local_psutil
2026-04-02 02:31:05,100.0,54.9,348,idle,local_psutil
2026-04-02 02:31:06,100.0,54.9,350,idle,local_psutil
2026-04-02 02:31:07,100.0,55.1,348,idle,local_psutil
2026-04-02 02:31:08,100.0,55.1,348,idle,local_psutil
2026-04-02 02:31:09,100.0,55.1,348,idle,local_psutil
2026-04-02 02:31:10,100.0,55.2,348,idle,local_psutil
2026-04-02 02:31:11,100.0,55.2,350,idle,local_psutil
2026-04-02 02:31:12,99.5,55.1,348,idle,local_psutil
2026-04-02 02:31:13,99.8,55.4,348,idle,local_psutil
2026-04-02 02:31:14,99.9,55.5,348,idle,local_psutil
2026-04-02 02:31:15,99.9,55.5,350,idle,local_psutil
2026-04-02 02:31:16,100.0,55.6,350,idle,local_psutil
2026-04-02 02:31:17,100.0,55.6,348,idle,local_psutil
2026-04-02 02:31:18,100.0,55.6,348,idle,local_psutil
2026-04-02 02:31:19,99.7,55.5,348,idle,local_psutil
2026-04-02 02:31:20,99.7,55.9,350,idle,local_psutil
2026-04-02 02:31:21,99.8,55.9,350,idle,local_psutil
2026-04-02 02:31:22,100.0,55.9,348,idle,local_psutil
2026-04-02 02:31:23,100.0,56.0,348,idle,local_psutil
2026-04-02 02:31:24,100.0,55.9,348,idle,local_psutil
2026-04-02 02:31:25,100.0,55.6,350,idle,local_psutil
2026-04-02 02:31:26,98.2,55.6,350,idle,local_psutil
2026-04-02 02:31:27,100.0,55.6,348,idle,local_psutil
2026-04-02 02:31:28,99.9,55.6,349,idle,local_psutil
2026-04-02 02:31:29,99.9,55.7,348,idle,local_psutil
2026-04-02 02:31:30,99.7,56.0,350,idle,local_psutil
2026-04-02 02:31:31,99.6,56.0,350,idle,local_psutil
2026-04-02 02:31:32,100.0,56.1,349,idle,local_psutil
2026-04-02 02:31:33,99.8,56.3,349,idle,local_psutil
2026-04-02 02:31:34,99.3,56.3,349,idle,local_psutil
2026-04-02 02:31:35,100.0,56.3,351,idle,local_psutil
2026-04-02 02:31:36,100.0,56.3,351,idle,local_psutil
2026-04-02 02:31:37,100.0,56.2,349,idle,local_psutil
2026-04-02 02:31:38,99.3,56.4,349,idle,local_psutil
2026-04-02 02:31:39,100.0,56.4,349,idle,local_psutil
2026-04-02 02:31:40,100.0,56.3,351,idle,local_psutil
2026-04-02 02:31:41,100.0,56.1,351,idle,local_psutil
